CustomerID,TAV,Frequency,LastInvoiceDate,recency
12463.0,1344.78,4,2011-10-17,53
12464.0,1212.05,8,2011-11-29,10
12465.0,742.1899999999999,2,2011-11-22,17
12468.0,729.5400000000001,2,2011-06-05,187
12471.0,19824.05,30,2011-12-07,2
12472.0,4940.81,6,2011-11-07,32
12473.0,3938.5499999999997,5,2011-11-10,29
12474.0,7375.79,18,2011-11-22,17
12475.0,723.38,1,2011-10-17,53
12476.0,6816.42,11,2011-11-24,15
12477.0,13219.74,6,2011-11-17,22
12478.0,680.99,1,2011-12-06,3
12479.0,527.2,1,2011-11-28,11
12480.0,3281.63,4,2011-11-11,28
12481.0,5596.32,10,2011-11-17,22
12483.0,2484.98,8,2011-11-22,17
12484.0,4541.72,6,2011-11-07,32
12488.0,1298.66,3,2011-11-30,9
12489.0,334.93,1,2011-01-07,336
12490.0,5417.93,10,2011-12-04,5
12491.0,460.40000000000003,1,2011-11-01,38
12492.0,263.21000000000004,2,2011-10-07,63
12493.0,433.74,2,2011-06-27,165
12494.0,1246.1000000000001,7,2011-11-24,15
12497.0,1043.1,1,2011-09-19,81
12498.0,403.70000000000005,3,2011-11-18,21
12500.0,4257.82,11,2011-11-16,23
12501.0,2169.39,1,2011-01-07,336
12502.0,3723.87,5,2011-09-05,95
12504.0,482.04999999999995,2,2011-11-21,18
12506.0,73.5,1,2011-04-21,232
12507.0,1304.81,3,2011-07-28,134
12508.0,398.27,2,2011-11-13,26
12509.0,176.5,1,2011-02-28,284
12510.0,982.5699999999999,2,2011-07-20,142
12512.0,138.03,2,2011-10-04,66
12513.0,612.29,1,2011-08-19,112
12514.0,1017.68,1,2011-03-17,267
12515.0,383.7,1,2010-12-21,353
12516.0,1312.06,2,2011-09-23,77
12517.0,2502.84,5,2011-11-11,28
12518.0,2056.89,5,2011-12-09,0
12519.0,340.84,1,2011-10-07,63
12520.0,2634.26,5,2011-09-21,79
12521.0,599.68,1,2011-07-20,142
12522.0,192.72,2,2011-10-31,39
12523.0,1789.77,11,2011-11-20,19
12524.0,4485.72,8,2011-11-30,9
12526.0,1316.66,3,2011-12-09,0
12527.0,348.71000000000004,3,2011-09-19,81
12528.0,1933.48,6,2011-11-30,9
12530.0,1662.28,4,2011-10-11,59
12531.0,125.22,1,2011-11-25,14
12532.0,349.83000000000004,1,2011-11-09,30
12534.0,1089.18,1,2011-08-01,130
12535.0,716.35,2,2011-09-09,91
12536.0,12601.830000000002,3,2011-10-27,43
12538.0,363.95,1,2011-11-10,29
12539.0,5568.35,4,2011-11-17,22
12540.0,13400.24,17,2011-11-20,19
12541.0,981.18,3,2011-11-10,29
12544.0,372.7,1,2011-11-03,36
12545.0,1000.39,2,2011-09-25,75
12546.0,1161.5,2,2011-10-24,46
12547.0,207.79999999999998,2,2011-05-26,197
12548.0,95.19999999999999,1,2011-06-26,166
12550.0,964.83,1,2011-09-21,79
12551.0,168.0,1,2010-12-17,357
12552.0,437.82,2,2011-11-01,38
12553.0,3692.28,10,2011-12-01,8
12556.0,603.71,2,2011-10-20,50
12557.0,11370.960000000001,4,2011-11-23,16
12558.0,269.96,1,2011-12-02,7
12559.0,561.71,2,2011-02-02,310
12560.0,2134.01,3,2011-12-04,5
12561.0,238.85,1,2011-02-10,302
12562.0,3781.7400000000002,7,2011-12-01,8
12564.0,456.9,1,2011-03-23,261
12565.0,145.92,1,2011-02-24,288
12566.0,351.65,1,2011-09-14,86
12567.0,7458.9,8,2011-11-17,22
12569.0,4124.69,32,2011-12-07,2
12571.0,519.61,2,2011-10-31,39
12572.0,1020.42,2,2011-12-01,8
12573.0,160.54000000000002,1,2011-04-26,227
12574.0,218.45,1,2011-01-28,315
12576.0,1315.83,5,2011-11-04,35
12577.0,657.8,3,2011-11-04,35
12578.0,2794.51,2,2011-11-18,21
12579.0,440.42,1,2011-09-22,78
12580.0,415.7,1,2011-04-07,246
12581.0,197.71,1,2011-10-31,39
12582.0,511.36,2,2011-04-15,238
12583.0,6425.5199999999995,14,2011-12-07,2
12584.0,2338.15,9,2011-12-06,3
12585.0,2040.1,2,2011-04-19,234
12586.0,196.94000000000003,1,2011-11-22,17
12587.0,144.0,1,2011-12-02,7
12588.0,214.89999999999998,1,2011-10-31,39
12589.0,646.68,2,2011-11-11,28
12590.0,9864.26,2,2011-05-12,211
12591.0,452.84999999999997,1,2011-01-26,317
12592.0,437.6,2,2011-09-08,92
12593.0,418.09999999999997,3,2011-08-23,108
12594.0,3338.2200000000003,10,2011-11-02,37
12596.0,618.27,2,2011-10-19,51
12597.0,3811.22,4,2011-11-20,19
12598.0,3023.08,8,2011-11-30,9
12599.0,1032.58,7,2011-11-10,29
12600.0,2522.54,9,2011-11-11,28
12601.0,577.0600000000001,5,2011-06-03,189
12602.0,153.12,1,2011-10-12,58
12603.0,739.1999999999999,1,2011-11-18,21
12604.0,254.18,2,2011-09-21,79
12607.0,1579.51,1,2011-10-10,60
12609.0,1126.85,3,2011-09-22,78
12610.0,2099.54,5,2011-11-17,22
12611.0,1193.32,1,2011-10-18,52
12612.0,704.0400000000001,1,2011-09-26,74
12613.0,3344.38,5,2011-10-13,57
12614.0,315.6,1,2011-03-07,277
12615.0,2291.19,4,2011-12-07,2
12616.0,713.3,2,2011-09-05,95
12617.0,355.53,1,2011-11-10,29
12618.0,177.31,1,2011-11-18,21
12619.0,3641.24,9,2011-11-23,16
12620.0,1339.41,3,2011-11-25,14
12621.0,13689.67,20,2011-12-08,1
12622.0,180.1,1,2011-04-21,232
12623.0,305.1,1,2011-03-08,276
12624.0,641.13,2,2011-08-25,106
12625.0,2683.82,2,2011-05-12,211
12626.0,6620.48,9,2011-11-16,23
12627.0,4478.53,7,2011-11-29,10
12628.0,786.46,3,2011-12-05,4
12630.0,1270.88,2,2011-11-30,9
12631.0,640.5,1,2011-10-13,57
12633.0,2163.98,4,2011-10-12,58
12635.0,1689.18,2,2011-09-11,89
12637.0,6021.9,8,2011-10-03,67
12638.0,671.69,1,2011-11-06,33
12639.0,486.1,1,2011-04-15,238
12640.0,1174.58,3,2011-11-16,23
12641.0,185.9,1,2011-08-16,115
12642.0,1013.26,3,2011-11-14,25
12643.0,3344.64,6,2011-08-03,128
12644.0,477.91,1,2011-08-02,129
12645.0,1775.18,4,2011-11-06,33
12646.0,1346.97,2,2011-12-05,4
12647.0,2754.02,9,2011-11-17,22
12648.0,318.05,1,2011-07-08,154
12649.0,623.51,3,2011-08-24,107
12650.0,314.44,1,2011-12-06,3
12651.0,114.0,1,2011-01-09,334
12652.0,919.98,1,2011-01-12,331
12653.0,2209.85,2,2011-07-14,148
12654.0,601.98,5,2011-11-29,10
12656.0,4051.17,5,2011-11-22,17
12657.0,1643.18,4,2011-11-28,11
12658.0,686.05,1,2011-11-21,18
12659.0,91.68,1,2011-11-10,29
12660.0,245.1,1,2011-11-28,11
12662.0,3588.3,10,2011-12-09,0
12664.0,4881.88,9,2011-12-01,8
12665.0,63.0,1,2011-01-19,324
12667.0,620.13,1,2011-10-12,58
12668.0,3807.15,4,2011-11-28,11
12669.0,2744.0299999999997,3,2011-07-12,150
12670.0,2996.05,5,2011-11-29,10
12672.0,225.89999999999998,1,2011-01-14,329
12673.0,610.52,2,2011-12-04,5
12674.0,1970.6,4,2011-11-01,38
12676.0,1331.39,6,2011-11-15,24
12678.0,17628.46,12,2011-10-28,42
12679.0,1113.02,4,2011-10-12,58
12680.0,862.81,4,2011-12-09,0
12681.0,12754.02,21,2011-11-25,14
12682.0,11951.98,30,2011-12-06,3
12683.0,8476.57,15,2011-12-05,4
12684.0,2283.63,7,2011-12-02,7
12685.0,2863.08,6,2011-11-11,28
12688.0,4873.8099999999995,1,2011-08-18,113
12689.0,1247.61,2,2011-11-14,25
12690.0,389.01,1,2011-05-18,205
12691.0,1035.8,6,2011-11-11,28
12693.0,855.91,4,2011-08-04,127
12694.0,869.67,2,2011-09-30,70
12695.0,582.1,4,2011-12-02,7
12697.0,957.59,3,2011-11-11,28
12700.0,4939.99,4,2011-12-02,7
12701.0,797.71,2,2011-09-21,79
12702.0,219.0,1,2011-11-20,19
12703.0,283.55,1,2011-09-29,71
12704.0,2340.84,8,2011-12-02,7
12705.0,6868.29,9,2011-11-24,15
12707.0,603.42,1,2011-02-21,291
12708.0,2516.47,9,2011-11-10,29
12709.0,9213.82,14,2011-11-24,15
12710.0,1149.02,3,2011-09-04,96
12712.0,4220.6,12,2011-11-11,28
12713.0,848.55,1,2011-12-09,0
12714.0,4708.86,5,2011-11-30,9
12715.0,353.86,1,2011-08-25,106
12716.0,1053.49,2,2011-12-06,3
12717.0,1030.98,2,2011-07-11,151
12718.0,238.25,1,2011-09-29,71
12719.0,644.95,2,2011-12-04,5
12720.0,5308.34,24,2011-12-07,2
12721.0,2656.13,6,2011-11-08,31
12722.0,997.63,4,2011-09-15,85
12723.0,725.07,5,2011-12-06,3
12724.0,1031.41,4,2011-12-04,5
12726.0,2609.1,7,2011-11-11,28
12727.0,3980.7,7,2011-11-29,10
12728.0,836.33,4,2011-09-29,71
12729.0,453.01,1,2011-08-18,113
12731.0,18895.91,12,2011-11-16,23
12732.0,236.26000000000002,1,2011-06-13,179
12733.0,383.95,1,2011-04-19,234
12734.0,110.39999999999999,1,2010-12-22,352
12735.0,779.5699999999999,2,2011-01-28,315
12736.0,234.0,1,2011-01-11,332
12739.0,1013.04,2,2011-09-22,78
12740.0,427.6,1,2011-10-07,63
12743.0,546.43,2,2011-07-28,134
12744.0,21279.29,7,2011-10-19,51
12747.0,3837.45,10,2011-12-07,2
12748.0,31854.58,195,2011-12-09,0
12749.0,4090.88,5,2011-12-06,3
12750.0,275.88,1,2011-08-03,128
12752.0,4366.78,1,2011-09-19,81
12753.0,21429.39,6,2011-11-17,22
12754.0,3010.74,3,2011-04-18,235
12755.0,3811.95,2,2011-03-04,280
12756.0,112.07999999999998,1,2011-09-14,86
12757.0,7857.1,13,2011-11-24,15
12758.0,2791.59,2,2011-08-15,116
12759.0,1531.44,3,2011-10-18,52
12762.0,1898.52,2,2011-12-02,7
12763.0,174.0,1,2011-07-24,138
12764.0,1693.88,1,2011-01-27,316
12766.0,5840.34,6,2011-12-06,3
12769.0,1143.6,1,2011-04-15,238
12770.0,1351.45,1,2011-05-13,210
12772.0,892.47,1,2011-10-11,59
12775.0,1386.04,5,2011-11-22,17
12778.0,822.23,6,2011-11-20,19
12779.0,3733.2,7,2011-11-02,37
12781.0,826.74,2,2011-10-07,63
12782.0,2330.92,5,2011-12-05,4
12783.0,2225.91,6,2011-12-07,2
12784.0,574.42,2,2011-11-30,9
12785.0,311.95,1,2010-12-10,364
12787.0,463.66,3,2011-11-30,9
12789.0,91.85,1,2011-10-05,65
12790.0,324.92,1,2011-05-31,192
12792.0,400.53999999999996,1,2011-03-28,256
12793.0,413.68,1,2011-01-09,334
12794.0,860.41,2,2011-10-17,53
12795.0,430.48,1,2011-11-21,18
12797.0,254.03,1,2010-12-09,365
12798.0,6977.04,3,2011-11-29,10
12802.0,427.58,1,2011-06-06,186
12808.0,354.25,2,2011-11-03,36
12809.0,489.31,1,2011-06-15,177
12811.0,514.85,3,2011-03-24,260
12812.0,229.64000000000001,1,2011-10-26,44
12814.0,125.92,1,2011-08-30,101
12815.0,1063.46,2,2011-07-15,147
12816.0,572.2,2,2011-09-05,95
12817.0,166.04,1,2011-03-03,281
12818.0,1542.08,1,2011-03-23,261
12820.0,942.34,4,2011-12-06,3
12821.0,92.72,1,2011-05-09,214
12822.0,948.88,2,2011-09-30,70
12823.0,1759.5,5,2011-09-26,74
12824.0,397.12,1,2011-10-11,59
12826.0,1474.72,7,2011-12-07,2
12827.0,430.15000000000003,3,2011-12-04,5
12828.0,1018.71,6,2011-12-07,2
12829.0,293.0,2,2011-01-07,336
12830.0,6814.64,6,2011-11-02,37
12831.0,215.05,1,2011-03-22,262
12832.0,383.03,2,2011-11-07,32
12833.0,417.38,1,2011-07-17,145
12834.0,312.38,1,2011-03-02,282
12836.0,2612.86,4,2011-10-11,59
12837.0,134.1,1,2011-06-19,173
12838.0,292.34000000000003,1,2011-11-06,33
12839.0,5188.81,13,2011-12-07,2
12840.0,2726.77,4,2011-07-19,143
12841.0,3516.36,23,2011-12-05,4
12842.0,1118.99,2,2011-09-30,70
12843.0,1702.26,8,2011-10-05,65
12844.0,325.96000000000004,2,2011-11-10,29
12845.0,354.09,4,2011-03-17,267
12847.0,871.54,1,2011-11-17,22
12849.0,1050.8899999999999,2,2011-11-08,31
12851.0,135.18,1,2011-09-04,96
12852.0,311.55,1,2011-02-18,294
12853.0,1957.1000000000001,6,2011-07-28,134
12854.0,1324.5,3,2011-09-22,78
12856.0,2179.93,6,2011-12-02,7
12857.0,1106.4,2,2011-05-13,210
12863.0,521.2,1,2011-10-18,52
12864.0,147.12,1,2011-07-24,138
12865.0,1568.23,2,2011-11-13,26
12866.0,559.12,1,2011-03-01,283
12867.0,4036.82,7,2011-11-13,26
12868.0,1403.76,5,2011-06-07,185
12871.0,380.64,2,2011-09-16,84
12872.0,599.97,2,2011-01-17,326
12873.0,374.0,1,2011-03-02,282
12875.0,343.2300000000001,2,2011-07-19,143
12876.0,2218.02,2,2011-10-13,57
12877.0,1535.77,12,2011-12-06,3
12878.0,854.99,2,2011-04-17,236
12879.0,573.22,3,2011-10-26,44
12881.0,298.0,1,2011-03-09,275
12882.0,1463.04,2,2011-11-30,9
12883.0,703.47,4,2011-11-15,24
12884.0,309.05,1,2011-09-12,88
12885.0,1175.22,3,2011-10-07,63
12886.0,1378.4,2,2011-10-03,67
12888.0,354.12,2,2011-05-09,214
12890.0,380.46999999999997,1,2011-11-15,24
12891.0,331.0,3,2011-06-07,185
12893.0,188.14,1,2011-11-09,30
12895.0,372.8,2,2011-10-28,42
12897.0,216.5,2,2011-05-19,204
12901.0,17654.54,28,2011-12-01,8
12902.0,138.68,1,2011-03-20,264
12904.0,509.58,2,2011-11-21,18
12906.0,2919.81,5,2011-11-28,11
12908.0,750.0,2,2011-06-16,176
12909.0,2178.67,5,2011-10-31,39
12910.0,3075.04,8,2011-11-16,23
12912.0,1662.3,5,2011-12-07,2
12913.0,2066.01,4,2011-12-05,4
12915.0,164.0,1,2011-07-14,148
12916.0,3006.15,4,2011-07-24,138
12917.0,594.0,1,2011-08-03,128
12919.0,1335.19,6,2011-12-01,8
12920.0,164.23,1,2011-11-22,17
12921.0,15899.29,35,2011-11-30,9
12922.0,405.38,1,2011-07-01,161
12923.0,176.97,1,2011-10-06,64
12924.0,933.7,4,2011-09-12,88
12925.0,694.05,2,2011-12-05,4
12928.0,2062.7000000000003,5,2011-11-04,35
12929.0,117.85,1,2011-02-01,311
12930.0,415.8,2,2011-09-22,78
12931.0,42055.96,15,2011-11-18,21
12933.0,607.53,3,2011-11-15,24
12935.0,2160.7,7,2011-12-07,2
12936.0,1063.9,4,2011-11-22,17
12937.0,1504.27,4,2011-11-24,15
12938.0,114.14,1,2011-11-14,25
12939.0,11581.8,8,2011-10-06,64
12940.0,913.54,2,2011-10-16,54
12942.0,683.9,3,2011-07-31,131
12944.0,604.51,2,2011-11-04,35
12945.0,462.95,1,2011-02-24,288
12947.0,1299.95,5,2011-07-19,143
12948.0,2064.95,7,2011-11-23,16
12949.0,4167.22,8,2011-11-09,30
12950.0,1843.0,3,2011-12-07,2
12951.0,1064.07,6,2011-12-01,8
12952.0,1387.79,4,2011-12-04,5
12953.0,329.85,1,2011-11-30,9
12955.0,4757.16,11,2011-12-08,1
12956.0,108.07,1,2011-02-06,306
12957.0,4017.54,8,2011-11-30,9
12962.0,266.39,2,2011-12-02,7
12963.0,1856.63,8,2011-12-01,8
12965.0,771.91,1,2011-09-11,89
12966.0,160.18,1,2011-11-30,9
12967.0,292.5,1,2010-12-16,358
12968.0,135.95,1,2011-08-19,112
12970.0,452.24,4,2011-12-02,7
12971.0,10921.72,83,2011-12-06,3
12974.0,144.8,1,2011-05-26,197
12976.0,738.6,1,2011-05-12,211
12977.0,39.239999999999995,1,2011-07-06,156
12980.0,7374.900000000001,9,2011-07-05,157
12981.0,372.21999999999997,2,2011-11-10,29
12982.0,390.54,1,2011-04-11,242
12984.0,97.5,1,2011-11-21,18
12985.0,1239.38,2,2011-12-09,0
12987.0,558.7,2,2011-09-27,73
12988.0,535.32,1,2011-02-20,292
12989.0,6924.110000000001,15,2011-12-06,3
12990.0,409.5,3,2011-11-08,31
12991.0,503.76,2,2011-11-16,23
12993.0,414.76,4,2011-11-16,23
12994.0,974.4200000000001,3,2011-12-05,4
12995.0,211.32,1,2011-09-15,85
12997.0,1226.89,4,2011-11-17,22
12999.0,455.88,3,2011-05-27,196
13000.0,534.85,3,2011-08-25,106
13001.0,9818.82,13,2011-12-05,4
13002.0,120.94999999999999,1,2011-01-25,318
13003.0,149.05,3,2011-08-26,105
13004.0,5655.91,18,2011-11-28,11
13005.0,513.7,2,2011-06-19,173
13006.0,81.57,1,2011-10-14,56
13008.0,229.46999999999997,1,2011-01-20,323
13012.0,1661.8400000000001,8,2011-11-30,9
13013.0,3282.6,11,2011-12-08,1
13014.0,3466.2799999999997,10,2011-11-29,10
13015.0,3346.28,5,2011-10-17,53
13016.0,789.89,3,2011-09-27,73
13017.0,204.0,1,2011-12-02,7
13018.0,7277.7,28,2011-11-23,16
13021.0,2616.38,9,2011-12-05,4
13023.0,689.9,2,2011-10-06,64
13026.0,975.36,5,2011-12-08,1
13027.0,6912.0,6,2011-08-18,113
13028.0,661.3199999999999,2,2011-11-17,22
13029.0,1247.5,3,2011-11-09,30
13030.0,371.74,1,2011-11-28,11
13032.0,1010.18,2,2011-10-18,52
13033.0,190.55,1,2010-12-17,357
13034.0,476.90999999999997,1,2011-10-16,54
13035.0,921.88,2,2011-09-27,73
13037.0,881.07,3,2011-07-24,138
13038.0,908.46,3,2011-09-20,80
13040.0,676.99,2,2011-12-01,8
13043.0,516.42,1,2011-03-11,273
13044.0,560.47,1,2011-02-21,291
13045.0,305.28000000000003,1,2011-09-01,99
13046.0,629.31,2,2011-11-09,30
13047.0,2870.91,7,2011-11-08,31
13048.0,1835.91,4,2011-11-25,14
13049.0,656.6800000000001,2,2011-10-06,64
13050.0,5508.85,16,2011-11-25,14
13052.0,348.15000000000003,1,2011-05-11,212
13055.0,1214.41,3,2011-09-22,78
13058.0,271.40000000000003,3,2011-11-15,24
13059.0,183.4,1,2011-04-04,249
13060.0,307.53,1,2011-03-31,253
13061.0,248.61,1,2011-09-28,72
13062.0,346.98,1,2011-06-01,191
13064.0,1119.49,4,2011-11-27,12
13066.0,470.8,2,2011-11-15,24
13067.0,115.46000000000001,1,2011-09-18,82
13068.0,344.0,2,2011-11-29,10
13069.0,4103.62,22,2011-12-09,0
13070.0,228.8,1,2011-05-31,192
13072.0,177.15,1,2011-03-18,266
13075.0,919.61,1,2011-08-02,129
13077.0,415.55,3,2011-12-08,1
13078.0,12113.550000000001,25,2011-12-06,3
13079.0,220.10000000000002,5,2011-12-05,4
13080.0,58.08,1,2011-06-13,179
13081.0,25970.6,9,2011-11-28,11
13082.0,3613.63,9,2011-08-05,126
13083.0,303.75,2,2011-12-05,4
13085.0,416.08000000000004,2,2011-07-05,157
13089.0,55595.21,94,2011-12-07,2
13090.0,8750.22,13,2011-12-01,8
13091.0,345.82,1,2011-11-11,28
13092.0,477.83,5,2011-09-30,70
13093.0,7033.07,7,2011-03-09,275
13094.0,1703.64,11,2011-11-18,21
13095.0,74.39999999999999,1,2011-09-30,70
13097.0,6010.42,10,2011-11-07,32
13098.0,28882.44,28,2011-12-08,1
13099.0,207.35999999999999,1,2011-09-01,99
13101.0,101.19,1,2011-04-19,234
13102.0,6424.09,24,2011-12-08,1
13103.0,243.94,1,2011-10-31,39
13104.0,1098.48,6,2011-12-06,3
13106.0,76.5,1,2011-07-29,133
13107.0,1531.6200000000001,4,2011-10-26,44
13109.0,786.54,2,2011-10-11,59
13110.0,1488.67,7,2011-11-08,31
13113.0,11872.99,23,2011-12-09,0
13115.0,2294.78,4,2011-11-28,11
13116.0,501.14,1,2011-07-24,138
13117.0,782.79,7,2011-11-18,21
13118.0,1197.81,5,2011-11-20,19
13120.0,30.599999999999998,1,2011-04-15,238
13121.0,283.73,1,2011-03-15,269
13122.0,922.39,2,2011-09-06,94
13124.0,3866.33,3,2011-09-11,89
13126.0,1876.2,6,2011-12-05,4
13127.0,259.17,1,2011-09-23,77
13130.0,64.0,1,2011-09-06,94
13131.0,1073.3,3,2011-11-16,23
13132.0,77.3,1,2011-03-23,261
13133.0,109.8,2,2011-03-11,273
13134.0,1793.58,4,2011-09-15,85
13135.0,3096.0,1,2011-05-27,196
13136.0,2607.61,5,2011-10-14,56
13137.0,3650.41,8,2011-11-29,10
13138.0,769.16,5,2011-11-17,22
13139.0,5064.94,7,2011-11-23,16
13140.0,264.21,2,2011-08-23,108
13141.0,2388.75,5,2011-09-16,84
13142.0,307.09,1,2011-11-20,19
13144.0,110.95,1,2011-01-11,332
13145.0,323.52000000000004,3,2011-10-31,39
13146.0,228.91,1,2011-11-13,26
13147.0,712.8000000000001,4,2011-11-29,10
13148.0,3707.12,12,2011-11-10,29
13149.0,1676.06,4,2011-11-25,14
13151.0,1257.8700000000001,1,2011-02-17,295
13153.0,486.22,1,2011-12-04,5
13155.0,592.06,3,2011-11-06,33
13157.0,1741.22,4,2011-10-21,49
13158.0,1201.06,4,2011-09-06,94
13159.0,1437.85,4,2011-12-01,8
13160.0,91.8,1,2011-11-17,22
13161.0,112.75,1,2011-01-30,313
13162.0,1688.29,4,2011-08-09,122
13165.0,1021.48,2,2011-10-24,46
13166.0,417.2,1,2011-03-01,283
13167.0,791.33,4,2011-11-21,18
13168.0,1319.19,4,2011-11-03,36
13169.0,712.88,2,2011-10-07,63
13170.0,116.00999999999999,1,2011-11-13,26
13171.0,468.41,3,2011-11-18,21
13173.0,187.71,1,2011-12-05,4
13174.0,1401.06,2,2011-11-23,16
13176.0,492.84,1,2011-10-24,46
13177.0,282.45,1,2011-10-06,64
13178.0,5725.47,11,2011-11-13,26
13182.0,121.18,1,2011-10-25,45
13183.0,3957.78,9,2011-12-02,7
13184.0,1701.29,10,2011-11-25,14
13185.0,71.4,1,2011-03-17,267
13186.0,1575.89,3,2011-10-31,39
13187.0,236.02,1,2011-01-06,337
13188.0,114.60000000000001,1,2011-11-28,11
13189.0,260.68,2,2011-11-21,18
13192.0,911.94,2,2011-09-05,95
13193.0,117.88,1,2011-10-09,61
13194.0,60.7,1,2011-07-27,135
13196.0,1797.78,4,2011-11-28,11
13198.0,3401.2400000000002,6,2011-11-29,10
13199.0,9348.44,37,2011-12-06,3
13200.0,870.09,4,2011-11-20,19
13203.0,869.46,4,2011-11-30,9
13207.0,250.26000000000002,2,2011-11-24,15
13208.0,1223.9,6,2011-10-12,58
13209.0,5891.61,8,2011-11-09,30
13210.0,353.48,1,2011-09-07,93
13211.0,1197.42,3,2011-11-29,10
13212.0,788.08,3,2011-11-20,19
13213.0,1520.58,5,2011-10-14,56
13216.0,333.74,1,2011-03-17,267
13217.0,533.98,3,2011-08-09,122
13218.0,62.63999999999999,1,2011-08-04,127
13220.0,819.2900000000001,4,2011-09-22,78
13221.0,847.41,2,2011-04-13,240
13223.0,163.20000000000002,2,2011-05-23,200
13224.0,2155.95,2,2011-10-10,60
13225.0,6463.84,7,2011-12-06,3
13226.0,108.21000000000001,1,2011-03-11,273
13227.0,257.7,1,2011-05-22,201
13228.0,358.0,1,2011-09-19,81
13229.0,160.95,1,2011-04-28,225
13230.0,2806.97,14,2011-12-05,4
13232.0,1357.6,7,2011-11-27,12
13233.0,605.12,2,2011-09-26,74
13235.0,1031.07,1,2011-05-11,212
13236.0,744.85,2,2011-11-15,24
13238.0,700.73,4,2011-11-22,17
13239.0,329.56,1,2011-03-23,261
